Word,Mean,Type,Gender,Vachana,Viphat,ID,Category,Read,Note
"ปุญฺฉติ","เช็ด",,,,,7003,,"ปุน-ฉะ-ติ",
"ปุญฺฉนํ","เช็ด",,,,,7004,,"ปุน-ฉะ-นัง",
"ปุญฺญํ","บุญ, ธรรมชาติชำระ",,,,,7005,,"ปุน-ยัง",
"ปุญฺญวา","มีบุญ, เคราะห์ดี",,,,,7006,,"ปุน-ยะ-วา",
"ปุญฺโญ","น่ายินดี, สะอาด, บริสุทธิ์",,,,,7007,,"ปุน-โย",
"ปุฏกํ","ห่อ, กลุ่ม",,,,,7008,,"ปุ-ตะ-กัง",
"ปุฏเภทนํ","เมือง",,,,,7009,,"ปุ-ตะ-เพ-ทะ-นัง",
"ปุโฏ","ห่อ, กลุ่ม",,,,,7010,,"ปุ-โต",
"ปุฏํ","ห่อ, กลุ่ม",,,,,7011,,"ปุ-ตัง",
"ปุฏฺโฐ","ถามแล้ว, เลี้ยงดู",,,,,7012,,"ปุด-โถ",
"ปุณฺฑรีกํ","บัวขาว",,,,,7013,,"ปุน-ทะ-รี-กัง",
"ปุณฺฑรีโก","มะม่วงอย่างเล็กและรสหวาน, เสือคน, เสือโคร่ง",,,,,7014,,"ปุน-ทะ-รี-โก",
"ปุณฺณกุมฺโภ","หม้อเต็มด้วยน้ำ",,,,,7015,,"ปุน-นะ-กุม-โพ",
"ปุณฺณปตฺโต","รางวัล, ของกำนัล",,,,,7016,,"ปุน-นะ-ปัด-โต",
"ปุณฺณมโนรโถ","พอใจแล้ว, จุใจแล้ว",,,,,7017,,"ปุน-นะ-มะ-โน-ระ-โถ",
"ปุณฺณมา","ดิถีเพ็ญ",,,,,7018,,"ปุน-นะ-มา",
"ปุณฺโณ","เต็มแล้ว",,,,,7019,,"ปุน-โน",
"ปุตฺตโก","บุตรน้อย",,,,,7020,,"ปุด-ตะ-โก",
"ปุตฺตตฺตํ","ความเป็นแห่งบุตร",,,,,7021,,"ปุด-ตัด-ตัง",
"ปุตฺตา","บุตรและธิดา",,,,,7022,,"ปุด-ตา",
"ปุตฺโต","ชนอันมารดาและบิดาพึงเลี้ยง(บุตร)",,,,,7023,,"ปุด-โต",
"ปุถุ","ใหญ่, หนา, มาก",,,,,7024,,"ปุ-ถุ",
"สกุณี","นางนก","นามนาม","อิตถีลิงค์","ไม่มี","ไม่มี",195,"ว่าง",,
"ปุถคฺ","เว้นเสีย, นอกจาก, ต่างๆ, แยกกัน",,,,,7025,,"ปุ-ถัก",
"ปุถุโก","ลูก, เม่า",,,,,7026,,"ปุ-ถุ-โก",
"ปุถุคตฺตตา","ความสงัด",,,,,7027,,"ปุ-ถุ-คัด-ตะ-ตา",
"ปุถุชฺชโน","คนเขลา, คนหลง",,,,,7028,,"ปุ-ถุด-ชะ-โน",
"ปุถุโล","ใหญ่, หนา",,,,,7029,,"ปุ-ถุ-โล",
"ปุถุโลโม","สัตว์มีขนขนหนา(ปลา), ปลาสามัญ",,,,,7030,,"ปุ-ถุ-โล-โม",
"ปุน","อีก, ใหม่",,,,,7031,,"ปุ-นะ",
"ปุโน","อีก, ใหม่",,,,,7032,,"ปุ-โน",
"ปุนร","อีก, ใหญ่",,,,,7033,,"ปุ-นะ-ระ",
"ปุนทฺ","อีก, ใหม่",,,,,7034,,"ปุ-นัด",
"ปุนทิวโส","วันใหม่, วันรุ่งขึ้น, วันอีก",,,,,7035,,"ปุ-นะ-ทิ-วะ-โส",
"ปุนเทว","อีกนั่นเทียว",,,,,7036,,"ปุ-นะ-เท-วะ",
"ปุนนฺนวา","ผักโหม, หัวแหวน",,,,,7037,,"ปุ-นัน-นะ-วา",
"ปุนปฺปุนํ","เนืองๆ, บ่อย, แล้วๆ, เล่า",,,,,7038,,"ปุ-นับ-ปุ-นัง",
"ปุนปฺปุน","เนือง, บ่อยๆ, แล้วๆ, เล่าๆ",,,,,7039,,"ปุ-นับ-ปุ-นะ",
"ปุนพฺพสุ","ดาวฤกษ์",,,,,7040,,"ปุ-นับ-พะ-สุ",
"ปุนภโว","ภพใหม่",,,,,7041,,"ปุ-นะ-พะ-โว",
"ปุนาติ","ชำระ, ให้บริสุทธิ์",,,,,7042,,"ปุ-นา-ติ",
"ปุนฺนาโค","ไม้บุนนาค",,,,,7043,,"ปุน-นา-โค",
"ปุปฺ","ดอกไม้, ระดูของหญิง, บุษบา",,,,,7044,,"ปุบ-ผัง",
"ปุปฺผฉฑุฑฺโก","คนกวาดหยากเยื่อ, คนเทดอกไม้",,,,,7045,,"ปุบ-ผะ-ฉะ-ทุด-ทะ-โก",
"ปุปฺผติ","เบิกบาน, เผล็ดดอก",,,,,7046,,"ปุบ-ผะ-ติ",
"ปุปฺผทามํ","พวกดอกไม้",,,,,7047,,"ปุบ-ผะ-ทา-มัง",
"ปุปฺผวตี","หญิงมีระดู",,,,,7048,,"ปุบ-ผะ-วะ-ตี",
"ปุพฺพโก","เป็นของเก่า",,,,,7049,,"ปุบ-พะ-โก",
"ปุพฺพงฺคโม","ไปก่อน, ถึงก่อน, มีปกติถึงก่อน",,,,,7050,,"ปุบ-พัง-คะ-โม",
"ปุพฺพโช","พี่",,,,,7051,,"ปุบ-พะ-โช",
"ปุพฺพณฺหสมยํ","สมัยเป็นเบื้องต้นแห่งวัน",,,,,7052,,"ปุบ-พัน-หะ-สะ-มะ-ยัง",
"ปุพฺพเทโว","อสูรสามัญ",,,,,7053,,"ปุด-พะ-เท-โว",
"ปุพฺพนฺโต","เบื้องบุรพา",,,,,7054,,"ปุบ-พัน-โต",
"ปุพฺเพ","ในกาลก่อน",,,,,7055,,"ปุบ-เพ",
"ปุพฺเพนิวาโส","ขันธ์ที่ตนอาศัยอยู่ในภพก่อน",,,,,7056,,"ปุบ-เพ-นิ-วา-โส",
"ปุพฺโพ","หนอง, น้ำหนอง, น้ำเหลือง, ก่อน, ต้น, แรก",,,,,7057,,"ปุบ-โพ",
"ปุมา","ผู้ชาย",,,,,7058,,"ปุ-มา",
"ปุรํ","เมือง, บ้าน",,,,,7059,,"ปุ-รัง",
"ปุมฺภาโว","ความเป็นผู้ชาย",,,,,7060,,"ปุม-พา-โว",
"ปุรกฺขโต","อันเขาทำไว้เบื้องหน้าแล้ว, บูชา, เฝ้าแหน",,,,,7061,,"ปุ-รัก-ขะ-โต",
"ปุรกฺขโรติ","กระทำในเบื้องหน้า",,,,,7062,,"ปุ-รัก-ขะ-โร-ติ",
"กากี","แม่กา, กาตัวเมีย","นามนาม","อิตถีลิงค์","ไม่มี","ไม่มี",196,"ว่าง",,
"ปุรโต","ก่อน, หน้า, เบื้องหน้า, ข้างหน้า",,,,,7063,,"ปุ-ระ-โต",
"ปุรตฺถโต","โดยตะวันออก",,,,,7064,,"ปุ-รัด-ถะ-โต",
"ปุรตฺถา","ก่อน, แต่ยอด, ตะวันออก",,,,,7065,,"ปุ-รัด-ถา",
"ปุรตฺถิโม","มีในทิศตะวันออก",,,,,7066,,"ปุ-รัด-ถิ-โม",
"ปุรา","ก่อน, กว่า",,,,,7067,,"ปุ-รา",
"ปุราโณ","ชั่วก่อน, เก่า",,,,,7068,,"ปุ-รา-โน",
"ปุราตโน","มีในกาลก่อน, เก่า",,,,,7069,,"ปุ-รา-ตะ-โน",
"ปุรินฺทโท","พระอินทร์, ผู้มีทานอันให้แล้วในก่อน",,,,,7070,,"ปุ-ริน-ทะ-โท",
"ปุริมโก","มีในกาลก่อน, มีในกาลก่อน, ก่อน",,,,,7071,,"ปุ-ริ-มะ-โก",
"ปุริสถาโม","เรี่ยวแรงของบุรุษ, กำลังของบุรุษ",,,,,7072,,"ปุ-ริ-สะ-ถา-โม",
"ปุริเมโธ","มหายัญชื่อปุริสเมธ",,,,,7073,,"ปุ-ระ-สะ-เม-โท",
"ปุรสาชญฺโญ","บุรุษอาชาไนย",,,,,7074,,"ปุ-ริ-สา-ชัน-โย",
"ปุริสาธโม","บุรุษเลวทราม",,,,,7075,,"ปุ-ริ-สา-ทะ-โม",
"ปุริโส","ชนผู้ยังหทัยของมารดาให้เต็ม",,,,,7076,,"ปุ-ริ-โส",
"ปุรี","เมือง",,,,,7077,,"ปุ-รี",
"ปุเร","ก่อน, หน้า",,,,,7078,,"ปุ-เร",
"ปุเรจารี","ไปก่อน",,,,,7079,,"ปุ-เร-จา-รี",
"ปุเรคามี","ไปก่อน",,,,,7080,,"ปุ-เร-คา-มี",
"ปุเรตรํ","ก่อนกว่า",,,,,7081,,"ปุ-เร-ตะ-รัง",
"ปุลินํ","เนิน, หาด, ทราย",,,,,7082,,"ปุ-ลิ-นัง",
"ปุฬโว","หนอน, แมลงต่าง",,,,,7083,,"ปุ-ระ-โว",
"ปูคมชฺฌคโต","ไปสู่ท่ามกลางแห่งหมู่ชน",,,,,7084,,"ปู-คะ-มัด-ชะ-คะ-โต",
"ยูโค","ไม้หมาก, ฝูง, หมู่, พวก, ประชุม",,,,,7085,,"ยู-โค",
"ปูชนา","การบูชา",,,,,7086,,"ปู-ชะ-นา",
"ปูชา","การบูชา, นับถือ",,,,,7087,,"ปู-ชา",
"ปูชิโต","บูชา, ยำเกรง",,,,,7088,,"ปู-ชิ-โต",
"ปูเชติ","บูชา",,,,,7089,,"ปู-เช-ติ",
"ปูติ","เน่า, บูด",,,,,7090,,"ปู-ติ",
"ปูติกฏฺฐํ","สน, มะสัง",,,,,7091,,"ปู-ติ-กัด-ถัง",
"ปูติโก","เน่า, กระพังโหม",,,,,7092,,"ปู-ติ-โก",
"ปูติคนฺธิ","กลิ่นเหม็น, ของเหม็น",,,,,7093,,"ปู-ติ-คัน-ทิ",
"ปูติมจฺโฉ","ปลาเน่า",,,,,7094,,"ปู-ติ-มัด-โฉ",
"ปูติมุตฺตํ","มูตรเน่า, มูตรโค",,,,,7095,,"ปู-ติ-มุด-ตัง",
"ปูติลตา","เครื่องกระพังโหม, เถาเน่า, เถาหัวด้วน",,,,,7096,,"ปู-ติ-ละ-ตา",
"ปูโต","ล้างแล้ว, สะอาด",,,,,7097,,"ปู-โต",
"ปูปิโย","คนขายขนม",,,,,7098,,"ปู-ปิ-โย",
"ปูโป","แป้ง",,,,,7099,,"ปู-โป",
"ปูโย","หนอง, น้ำเหลือง",,,,,7100,,"ปู-โย",
"ปูรโก","ให้เต็ม",,,,,7101,,"ปู-ระ-โก",
"ปูรณํ","เต็ม",,,,,7102,,"ปู-ระ-นัง",
"กุกฺกุฏี","แม่ไก่","นามนาม","อิตถีลิงค์","ไม่มี","ไม่มี",197,"ว่าง",,
"ปูรติ","เต็ม",,,,,7103,,"ปู-ระ-ติ",
"ปูรฬาโส","ซ้อนตักเครื่องหอมบูชา, มนต์",,,,,7104,,"ปู-ระ-รา-โส",
"ปูราเปติ","ให้เต็ม",,,,,7105,,"ปู-รา-เป-ติ",
"ปูริโต","เต็มแล้ว",,,,,7106,,"ปู-ริ-โต",
"ปูเรติ","ยังให้เต็ม",,,,,7107,,"ปู-เร-ติ",
"ปูโร","เต็มแล้ว",,,,,7108,,"ปู-โร",
"ปูวิโก","คนขายขนม",,,,,7109,,"ปู-วิ-โก",
"ปูโว","ขนม",,,,,7110,,"ปู-โว",
"เปกฺขติ","เล็งแล, เพ่ง",,,,,7111,,"เปก-ขะ-ติ",
"เปขา","ความเพ่ง",,,,,7112,,"เป-ขา",
"เปกฺขา","ความเพ่ง",,,,,7113,,"เปก-ขา",
"เปขี","แสวงหา",,,,,7114,,"เป-ขี",
"เปขุณํ","ปีก, ปีกนก",,,,,7115,,"เป-ขุ-นัง",
"เปจฺจ","ละไปแล้ว, ภพอื่น, ข้างหน้า",,,,,7116,,"เปด-จะ",
"เปฏโก","กระบุง, กระเชอ, ตระกร้า, กระเช้า",,,,,7117,,"เป-ตะ-โก",
"เปตี","นางเปตร",,,,,7118,,"เป-ตี",
"เปโต","ผู้ละไปแล้ว",,,,,7119,,"เป-โต",
"เปตฺติโก","เป็นของแห่งบิดา",,,,,7120,,"เปด-ติ-โก",
"เปตฺติโย","เป็นของแห่งบิดา",,,,,7121,,"เปด-ติ-โย",
"เปตฺเตยฺยตา","ความเป็นผู้เกี้อกูลแก่บิดา",,,,,7122,,"เปด-เตย-ยะ-ตา",
"เปตฺเตยฺโย","อา, ลุง",,,,,7123,,"เปด-เตย-โย",
"เปมํ","ความรัก",,,,,7124,,"เป-มัง",
"เปยฺยาลํ","นัยอันพิศดาร",,,,,7125,,"เปย-ยา-ลัง",
"เปยฺโย","ควรดื่ม, ของควรดื่ม",,,,,7126,,"เปย-โย",
"เปลโก","กระต่าย",,,,,7127,,"เป-ละ-โก",
"เปลโว","ละเอียด, ห่าง",,,,,7128,,"เป-ละ-โว",
"เปสกาโร","ผู้ทำซึ่งการพุ่ง",,,,,7129,,"เป-สะ-กา-โร",
"เปสนํ","อันใช้, อันส่งไป",,,,,7130,,"เป-สะ-นัง",
"เปสโล","ผู้มีศีลเป็นที่รัก, งาม, เป็นที่ชอบใจ",,,,,7131,,"เป-สะ-โล",
"เปสี","ชิ้น, ชิ้นเนื้อ",,,,,7132,,"เป-สี",
"เปสุญฺญํ","ความเป็นแห่งคนส่อเสียด",,,,,7133,,"เป-สุน-ยัง",
"เปสุเณยฺยํ","ความเป็นแห่งคนส่อเสียด",,,,,7134,,"เป-สุ-เนย-ยัง",
"เปเสติ","ส่งไป",,,,,7135,,"เป-เส-ติ",
"เปสฺสํ","การรับใช้",,,,,7136,,"เปด-สัง",
"เปสฺสิโก","คนใช้",,,,,7137,,"เปด-สิ-โก",
"เปสฺโส","ชนอันบุคคลพึงส่งไป, คนใช้, ทาส",,,,,7138,,"เปด-โส",
"เปฬา","กระโปรง, ตะกร้า, หีบ",,,,,7139,,"เป-รา",
"โปกฺขรํ","ใบบัว, รางน้ำ, ปลายงวง, บัวหลวง",,,,,7140,,"โปก-ขะ-รัง",
"โปกฺขรณี","สระมีบัว, กระพังน้ำ",,,,,7141,,"โปก-ขะ-ระ-นี",
"โปกฺขรตา","ความเป็นชอบที่ใจ",,,,,7142,,"โปก-ขะ-ระ-ตา",
"โปกฺขรวสฺสํ","ฝนโบกขรพรรษ",,,,,7143,,"โปก-ขะ-ระ-วัด-สัง",
"ชตุกา อชินปตฺตา","ค้างคาว","นามนาม","อิตถีลิงค์","ไม่มี","ไม่มี",198,"ว่าง",,
"โปกรสาตโก","นกกวัก, นกนางนวล, นกกลิง, นกดอกบัว",,,,,7144,,"โป-กะ-ระ-สา-ตะ-โก",
"โปกฺขโร","ช่องพิณ",,,,,7145,,"โปก-ขะ-โร",
"โปฏกิโล","หญ้าเลา",,,,,7146,,"โป-ตะ-กิ-โล",
"โปฏคโล","ไม้อ้อ, ไม้เลา",,,,,7147,,"โป-ตะ-คะ-โล",
"โปโฏ","ฝี, ต่อม, พุพอง",,,,,7148,,"โป-โต",
"โปฏฺฐปาโท","เดือนสิบ",,,,,7149,,"โปด-ถะ-ปา-โท",
"โปเฐติ","โบย, ตี, ดีด",,,,,7150,,"โป-เถ-ติ",
"โปโณ","น้อมไป",,,,,7151,,"โป-โน",
"โปตโก","ลุกน้อย, ลูก",,,,,7152,,"โป-ตะ-โก",
"โปตวาโห","คนนำซึ่งเรือ, ต้นหน, นายท้าย",,,,,7153,,"โป-ตะ-วา-โห",
"โปติกา","ลูกหญิงน้อย",,,,,7154,,"โป-ติ-กา",
"โปโต","สัดจอง, ลุกน้อย",,,,,7155,,"โป-โต",
"โปตฺถํ","บาก, ทา, โบก, ฉาบ, ทา",,,,,7156,,"โปด-ถัง",
"โปตฺถโก","ใบลาน, คัมภีร์, ท่อนผ้าเก่า",,,,,7157,,"โปด-ถะ-โก",
"โปตฺถกํ","ใบลาน, คัมภีร์, ท่อนผ้าเก่า",,,,,7158,,"โปด-ถะ-กัง",
"โปตฺถลิกา","ตุ๊กตา",,,,,7159,,"โปด-ถะ-ลิ-กา",
"โปถนํ","โบย, ตี, ทุบ",,,,,7160,,"โป-ถะ-นัง",
"โปเถติ","โบย, ทุบถอง, ฟาด",,,,,7161,,"โป-เถ-ติ",
"โปราโณ","มีในกาลก่อน, เก่า",,,,,7162,,"โป-รา-โน",
"โปราณโก","มีในกาลก่อน, เก่า",,,,,7163,,"โป-รา-นะ-โก",
"โปริโส","ผู้ชาย, บุรุษ",,,,,7164,,"โป-ริ-โส",
"โปโส","ผู้ชาย, บุรุษ",,,,,7165,,"โป-โส",
"โปริสํ","ความเป็นบุรุษ, ประมาณเท่าบุรุษ",,,,,7166,,"โป-ริ-สัง",
"โปโรหิจฺจํ","ความเป็นปุโรหิต",,,,,7167,,"โป-โร-หิด-จัง",
"โปสติ","เลี้ยงดู",,,,,7168,,"โป-สะ-ติ",
"โปสนํ","การเลี้ยงดู",,,,,7169,,"โป-สะ-นัง",
"โปสาวนํ","การเลี้ยงดู, การพอกเลี้ยง",,,,,7170,,"โป-สา-วะ-นัง",
"โปสิโต","เลี้ยงดูแล้ว",,,,,7171,,"โป-สิ-โต",
"โปเสติ","เลี้ยงดู, พอกเลี้ยง, พอกพูน",,,,,7172,,"โป-เส-ติ",
"ปลวงฺคโม","ลิง, เสน, ลง",,,,,7173,,"ปะ-ละ-วัง-คะ-โม",
"ปฺลวงฺโค","ลิง, เสน, ลง",,,,,7174,,"ปะ-ละ-วัง-โค",
"ปฺลวติ","ลอย",,,,,7175,,"ปะ-ละ-วะ-ติ",
"ปฺลโล","แพ",,,,,7176,,"ปะ-ละ-โล",
"ผคฺคโว","บรเพ็ด, ขี้เหล็ก",,,,,7177,,"ผัก-คะ-โว",
"ผคฺคุโณ","เดือนสี่",,,,,7178,,"ผัก-คุ-โน",
"ผณิชฺชโก","เสียงพร้ามอง, ผักคราด, ตะไคร้, แมงลัก",,,,,7179,,"ผะ-นิด-ชะ-โก",
"ผณี","สัตว์มีพังพาน(งู), งู",,,,,7180,,"ผะ-นี",
"ผโณ","พังพาน, แม่เบี้ย, แผ่น",,,,,7181,,"ผะ-โน",
"ผนฺทติ","ดิ้นรน",,,,,7182,,"ผัน-ทะ-ติ",
"ผนฺทโน","ผู้ดิ้นรน",,,,,7183,,"ผัน-ทะ-โน",
"ผรณํ","ความแผ่ไป",,,,,7184,,"ผะ-ระ-นัง",
"ปิปิลฺลิกา กิปิลฺลิกา","มด","นามนาม","อิตถีลิงค์","ไม่มี","ไม่มี",199,"ว่าง",,
"ผรณปีติ","ปีติแผ่ไป",,,,,7185,,"ผะ-ระ-นะ-ปี-ติ",
"ผรติ","แผ่, ซ่านไป",,,,,7186,,"ผะ-ระ-ติ",
"ผรสุ","ขวาน, ผึ่ง",,,,,7187,,"ผะ-ระ-สุ",
"ผรุสํ","ถ้อยคำหยาบ",,,,,7188,,"ผะ-รุ-สัง",
"ผรุโส","หยาบ, เข้มงวด",,,,,7189,,"ผะ-รุ-โส",
"ผลํ","หนัก, ธรรมชาติอันผลิดอก, ลุกไม้",,,,,7190,,"ผะ-ลัง",
"ผลโก","แผ่นกระดาน, โล่, เขน, แพน",,,,,7191,,"ผะ-ละ-โก",
"ผลกํ","แผ่นกระดาน, โล่, เขน, แพน",,,,,7192,,"ผะ-ละ-กัง",
"ผลติ","แตก, สำเร็จ, เผล็ด",,,,,7193,,"ผะ-ละ-ติ",
"ผลฺลติ","แตก, สำเร็จ, เผล็ด",,,,,7194,,"ผัน-ละ-ติ",
"ผลวา","ไม้มีผล",,,,,7195,,"ผะ-ละ-วา",
"ผลิโก","แก้วผลึก",,,,,7196,,"ผะ-ลิ-โก",
"ผลิกา","แก้วผลึก",,,,,7197,,"ผะ-ลิ-กา",
"ผลิโต","ผลิแล้ว, ทำให้แตก, แตกแล้ว",,,,,7198,,"ผะ-ลิ-โต",
"ผลิโน","ไม้มีผล",,,,,7199,,"ผะ-ลิ-โน",
"ผลี","ไม้มีผล",,,,,7200,,"ผะ-ลี",
"ผลุ","ข้อ, ปล้อง, ข้อไม้",,,,,7201,,"ผะ-ลุ",
"ผสฺโส","ความถูกต้อง",,,,,7202,,"ผัด-โส",
"ผาลิตํ","น้ำอ้อย",,,,,7203,,"ผา-ลิ-ตัง",
"ผาติ","ทวีขึ้น, เพิ่มขึ้น, เจริญ",,,,,7204,,"ผา-ติ",
"ผารุสกํ","สวนพระอินทร์",,,,,7205,,"ผา-รุ-สะ-กัง",
"ผาลนํ","ฉีก, แหก, แตก, ผ่า",,,,,7206,,"ผา-ละ-นัง",
"ผาเลติ","ฉีก, ผ่า",,,,,7207,,"ผา-เล-ติ",
"ผาโล","พาลโถ",,,,,7208,,"ผา-โล",
"ผาสุ","ความสุข, สุข, สำราญ",,,,,7209,,"ผา-สุ",
"ผาสุกา","สีข้าง",,,,,7210,,"ผา-สุ-กา",
"ผาสุโก","มีความสำราญ",,,,,7211,,"ผา-สุ-โก",
"ผาสุลิกา","สีข้าง",,,,,7212,,"ผา-สุ-ลิ-กา",
"ผีโต","พึ่งผาย, แพร่หลาย, กว้างขวาง",,,,,7213,,"ผี-โต",
"ผุฏนํ","ความแตก, ความทำลาย",,,,,7214,,"ผุ-ตะ-นัง",
"ผุโฏ","แผ่ไป",,,,,7215,,"ผุ-โต",
"ผุฏฺโฐ","ถูกต้องแล้ว",,,,,7216,,"ผุด-โถ",
"ผุลิงฺคํ","ประกายไฟ",,,,,7217,,"ผุ-ลิง-คัง",
"ผุลฺลิโต","เบิกบานแล้ว",,,,,7218,,"ผุน-ลิ-โต",
"ผุลฺโล","บานแล้ว, แตกแล้ว(ดอกไม้), ปาน",,,,,7219,,"ผุน-โล",
"ผุสติ","ถูกต้อง",,,,,7220,,"ผุ-สะ-ติ",
"ผุสนา","ความถูกต้อง",,,,,7221,,"ผุ-สะ-นา",
"ผสฺสรโถ","รถชนิดหนึ่ง",,,,,7222,,"ผัด-สะ-ระ-โถ",
"ผุสฺสิโต","บานแล้ว",,,,,7223,,"ผุด-สิ-โต",
"ผุสฺโส","เดือนยี่",,,,,7224,,"ผุด-โส",
"เผคฺคุ","เปล่า, หาแก่นมิได้, กระพี้ไม้, มะเดื่อปล้ม",,,,,7225,,"เผก-คุ",
"เผโณ","ฟองน้ำ",,,,,7226,,"เผ-โน",
"เผนิโล","ไม้ประคำดีควาย",,,,,7227,,"เผ-นิ-โล",
"โผโฏ","ฝี, ต่อม, พุพอง",,,,,7228,,"โผ-โต",
"อุปจิกา","ปลวก","นามนาม","อิตถีลิงค์","ไม่มี","ไม่มี",200,"ว่าง",,
"โผฏฺฐพฺพํ","อารมณ์อันบุคคลพึงถูกต้อง, ผัสสะ",,,,,7229,,"โผด-ถับ-พัง",
"พโก","นกยาง",,,,,7230,,"พะ-โก",
"พชฺฌติ","ข้อง, ติด",,,,,7231,,"พัด-ชะ-ติ",
"พทรา","ฝ้าย, พุทรา",,,,,7232,,"พะ-ทะ-รา",
"พทรี","กระเบา",,,,,7233,,"พะ-ทะ-รี",
"พทโร","พุทรา, ไม้ปรู, จิงจ้อ, สะเดา, กระเบา, มะดูก",,,,,7234,,"พะ-ทะ-โร",
"พทฺธเวโร","ผู้มีเวรอันผูกแล้ว",,,,,7235,,"พัด-ทะ-เว-โร",
"พนฺธเวโร","ผู้มีเวรอันผูกแล้ว",,,,,7236,,"พัน-ทะ-เว-โร",
"พทฺธเวรํ","เวรผูกกันแล้ว",,,,,7237,,"พัด-ทะ-เว-รัง",
"พทฺโธ","ผูก",,,,,7238,,"พัด-โท",
"พธิโร","คนหนวก",,,,,7239,,"พะ-ทิ-โร",
"พนฺธกี","ผู้หญิงโกง",,,,,7240,,"พัน-ทะ-กี",
"พนฺธติ","ผูก, ติด, พัน",,,,,7241,,"พัน-ทะ-ติ",
"พนฺธโว","ญาติ",,,,,7242,,"พัน-ทะ-โว",
"พนฺธาเปติ","ยังให้ผูก",,,,,7243,,"พัน-ทา-เป-ติ",
"พนฺธุ","ญาติ, เผ่าพันธุ์, พวกพ้อง",,,,,7244,,"พัน-ทุ",
"พนฺธุชีโว","ชะบา",,,,,7245,,"พัน-ทุ-ชี-โว",
"พนฺธุชีวโก","ชบา",,,,,7246,,"พัน-ทุ-ชี-วะ-โก",
"พนฺธูโก","ชะบา",,,,,7247,,"พัน-ทู-โก",
"พนฺเธติ","ติดไว้, จำไว้",,,,,7248,,"พัน-เท-ติ",
"พนฺโธ","บ่วงผูก",,,,,7249,,"พัน-โท",
"พปฺโป","น้ำตา",,,,,7250,,"พับ-โป",
"พพฺพุ","เสือปลา, แมว, พังพอน",,,,,7251,,"พับ-พุ",
"พริหํ","หาง, หางนกยูง",,,,,7252,,"พะ-ริ-หัง",
"พริหิสํ","หญ้าคา, ข่า",,,,,7253,,"พะ-ริ-หิ-สัง",
"พริหี","นกยูง",,,,,7254,,"พะ-ริ-หี",
"พลํ","ธรรมชาติเครื่องครอบงำ, กำลัง",,,,,7255,,"พะ-ลัง",
"พลกาโย","หมู่แห่งกำลัง",,,,,7256,,"พะ-ละ-กา-โย",
"พลคฺคํ","เป็นที่ตรวจพล",,,,,7257,,"พะ-ลัก-คัง",
"พลวํ","ยิ่ง, ดี",,,,,7258,,"พะ-ละ-วัง",
"พลตโร","มีกำลังกว่า",,,,,7259,,"พะ-ละ-ตะ-โร",
"พลวา","มีกำลัง",,,,,7260,,"พะ-ละ-วา",
"พลวาโต","ลมมีกำลัง",,,,,7261,,"พะ-ละ-วา-โต",
"พลากา","นกตะกรุม, นกยางกรอก, นกยางโทน",,,,,7262,,"พะ-ลา-กา",
"พลานีโก","ผู้มีหมู่พลคือขันติ",,,,,7263,,"พะ-ลา-นี-โก",
"พลิ","พลี, เครื่องเซ่น, บูชา, นับถือ",,,,,7264,,"พะ-ลิ",
"พลิปุฏฺโฐ","นกกา",,,,,7265,,"พะ-ลิ-ปุด-โถ",
"พลิวทฺโท","โคผู้, โคเนื่องด้วยกำลัง",,,,,7266,,"พะ-ลิ-วัด-โท",
"พลิโส","เบ็ด",,,,,7267,,"พะ-ลิ-โส",
"พลี","กำลัง",,,,,7268,,"พะ-ลี",
"พหลโต","โดยส่วนหน้า",,,,,7269,,"พะ-หะ-ละ-โต",
"พหโล","หนา",,,,,7270,,"พะ-หะ-โล",
"พหิ","ภายนอก",,,,,7271,,"พะ-หิ",
"พหึ","ภายนอก",,,,,7272,,"พะ-หิง",
"จิรี ฌลฺลิกา","จิ้งหรีด","นามนาม","อิตถีลิงค์","ไม่มี","ไม่มี",201,"ว่าง",,
"พหิคาเม","ณ ภายนอกบ้าน",,,,,7273,,"พะ-หิ-คา-เม",
"พหิทฺธา","ภายนอก",,,,,7274,,"พะ-หิด-ทา",
"พหิลิตฺโต","ทาแล้ว ณ ภายนอก",,,,,7275,,"พะ-หิ-ลิด-โต",
"พหุ","มาก, เจริญ, หนักหนา",,,,,7276,,"พะ-หุ",
"พหุชาคโร","ผู้ตื่นมาก",,,,,7277,,"พะ-หุ-ชา-คะ-โร",
"พหุตโร","มากกว่า",,,,,7278,,"พะ-หุ-ตะ-โร",
"พหุปฺปโท","สัตว์มีเท้ามาก, ผู้รู้คำยาจกกล่าว",,,,,7279,,"พะ-หุบ-ปะ-โท",
"พหุภาณี","คนพูดมาก",,,,,7280,,"พะ-หุ-พา-นี",
"พหุเภโท","มีประเภทมาก, มาก, ต่างๆ",,,,,7281,,"พะ-หุ-เพ-โท",
"พหุลา","กระวานใหญ่",,,,,7282,,"พะ-หุ-ลา",
"พหุสีกโต","ทำให้มาก, ทำแล้วๆเล่าๆ",,,,,7283,,"พะ-หุ-สี-กะ-โต",
"พหุโล","เจริญ, หนักหนา",,,,,7284,,"พะ-หุ-โล",
"พหุวารโก","มะกอก, มะคำไก่, มะซาง",,,,,7285,,"พะ-หุ-วา-ระ-โก",
"พหุวีโธ","มีมากอย่าง, ต่างๆ",,,,,7286,,"พะ-หุ-วี-โท",
