Word,Mean,Type,Gender,Vachana,Viphat,ID,Category,Read,Note
"กิญฺเจติ","ย่ำยี, กำจัด, เหยียบ, ขยำ",,,,,3567,,"กิน-เจ-ติ",
"กิญฺชกฺโข","เกสร",,,,,3568,,"กิน-ชัก-โข",
"กิฏฺฐํ","ข้าวกล้า",,,,,3569,,"กิด-ถัง",
"กิณฺณํ","ส่าเหล้า, พืชแห่งสุรา",,,,,3570,,"กิน-นัง",
"กิตโว","นักเลง, นักเลงสะกา",,,,,3571,,"กิ-ตะ-โว",
"กิตฺตโก","มีประมาณเท่าไหร่",,,,,3572,,"กิด-ตะ-โก",
"กิตฺติ","เสี่ยงเลื่องลือ, คุณอันแผ่ไป",,,,,3573,,"กิด-ติ",
"กิตฺติโม","ปลอม, ของทำขึ้น, ของทำเทียม",,,,,3574,,"กิด-ติ-โม",
"กิตฺเตติ","แสดง, กำหนด",,,,,3575,,"กิด-เต-ติ",
"ขคฺค","แรด","นามนาม","ปุงลิงค์","ไม่มี","ไม่มี",108,"ว่าง",,
"กินฺติ","ว่าอะไร",,,,,3576,,"กิน-ติ",
"กิปลฺลโก","มดง่าม, มดแดง",,,,,3577,,"กิ-ปิน-ลิ-โก",
"กิพฺพิสํ","บาป, ความผิด, โทษ",,,,,3578,,"กิบ-พิ-สัง",
"กิมิ","หนอน, แมลงต่างๆ",,,,,3579,,"กิ-มิ",
"กิมุ","หรือ, หรือว่า, หรือไม่",,,,,3580,,"กิ-มุ",
"กิร","ได้ยินว่า, ดังได้ยินมา",,,,,3581,,"กิ-ระ",
"กิรโณ","รัศมี, แสง",,,,,3582,,"กิ-ระ-โน",
"กิราโต","คนป่า, คนร้าย",,,,,3583,,"กิ-รา-โต",
"กิรีโฏ","มงกุฏ, เทริด",,,,,3584,,"กิ-รี-โต",
"กิรีฏํ","มงกฏ, เทริด",,,,,3585,,"กิ-รี-ตัง",
"กิลญฺโช","เสื่อลำแพน, เสื่อ",,,,,3586,,"กิ-ลัน-โช",
"กิลนฺโต","เหน็ดเหนื่อยแล้ว, ลำบากแล้ว",,,,,3587,,"กิ-ลัน-โต",
"กิลมติ","ลำบาก, เหน็ดเหนื่อย",,,,,3588,,"กิ-ละ-มะ-ติ",
"กิลมโถ","ความลำบาก, เหน็ดเหนื่อย",,,,,3589,,"กิ-ละ-มะ-โถ",
"กิลมนํ","ความลำบาก, เหน็ดเหนื่อย",,,,,3590,,"กิ-ละ-มะ-นัง",
"กิลาโส","ขี้กลาก",,,,,3591,,"กิ-ลา-โส",
"กิลิฏฺโฐ","เคร้าหมองแล้ว",,,,,3592,,"กิ-ลิด-โถ",
"กิลินฺโน","เปียกแล้ว, ชุ่มแล้ว, หมอง, ชื้น, ซึม",,,,,3593,,"กิ-ลิน-โน",
"กิลิสฺสติ","ลำบาก, เศร้าหมอง",,,,,3594,,"กิ-ลิด-สะ-ติ",
"กิโลมตํ","พังผืด",,,,,3595,,"กิ-โล-มะ-ตัง",
"กิสลยํ","ข้อ, ยอดอ่อน",,,,,3596,,"กิ-สะ-ละ-ยัง",
"กิโส","น้อย, ซูบ, ผอม",,,,,3597,,"กิ-โส",
"กิโสโร","ลูกม้า",,,,,3598,,"กิ-โส-โร",
"กิสฺสุ","ทำไม, เพื่อเหตุอะไร",,,,,3599,,"กิด-สุ",
"กิกี","นกกะต้อยตีวัด",,,,,3600,,"กิ-กี",
"กีจโก","ไม้ไผ่อันลมกระทบแล้ว",,,,,3601,,"กี-จะ-โก",
"กีโฏ","ตั๊กแตน, หนอน, แมลงต่างๆ",,,,,3602,,"กี-โต",
"กีทิโส","เช่นไร",,,,,3603,,"กี-ทิ-โส",
"กีริโส","เช่นไร",,,,,3604,,"กี-ริ-โส",
"กีโร","นกแก้ว, นกแขกเต้า",,,,,3605,,"กี-โร",
"กีลิโต","ผูกแล้ว",,,,,3606,,"กี-ลิ-โต",
"กีโล","สลัก",,,,,3607,,"กี-โล",
"กีว","เท่าไร, เพียงไร",,,,,3608,,"กี-วะ",
"กีฬติ","เล่น",,,,,3609,,"กี-ฬะ-ติ",
"กีฬนํ","ความเล่น",,,,,3610,,"กี-ฬะ-นัง",
"กีฬา","การเล่น",,,,,3611,,"กี-ฬา",
"กีฬิตํ","เล่นแล้ว",,,,,3612,,"กี-ฬิ-ตัง",
"กุ","แผ่นดิน, ชั่ว, น่าเกลียด, ร้าย",,,,,3613,,"กุ",
"กุกุตฺถโก","ไก่ป่า, ไก่ฟ้า",,,,,3614,,"กุ-กุด-ถะ-โก",
"กุกฺกุ","ศอก",,,,,3615,,"กุก-กุ",
"กุลฺกุจฺจํ","รำคาญ, ความเดือดร้อน",,,,,3616,,"กุน-กุด-จัง",
"กุกฺกุโฏ","ไก่",,,,,3617,,"กุก-กุ-โต",
"กุกฺกุฏี","ไก่",,,,,3618,,"กุก-กุ-ตี",
"สุนข","หมา, สุนัข","นามนาม","ปุงลิงค์","ไม่มี","ไม่มี",109,"ว่าง",,
"กุกฺกุโร","สุนัข",,,,,3619,,"กุก-กุ-โร",
"กุกฺกุโล","เถ้ารึง, เถ้า, ถ่านร้อน",,,,,3620,,"กุก-กุ-โล",
"กุกฺกุโห","นกออก, นกเขา",,,,,3621,,"กุก-กุ-โห",
"กุงฺกุมํ","หญ้าฝรั่ง",,,,,3622,,"กุง-กุ-มัง",
"กุโจ","นม",,,,,3623,,"กุ-โจ",
"กุจฺฉนํ","น่าเกลียด",,,,,3624,,"กุด-ฉะ-นัง",
"กุจฺฉา","หดหู่, ติเตียน",,,,,3625,,"กุด-ฉา",
"กุจฺฉิ","ท้อง",,,,,3626,,"กุด-ฉิ",
"กุจฺฉิฏฺโฐ","ในท้อง, ลมในท้อง",,,,,3627,,"กุด-ฉิด-โถ",
"กุจฺฉิโต","ต่ำช้า, โหด, ถ่อย",,,,,3628,,"กุด-ฉิ-โต",
"กุโช","เกิดที่ดิน, ต้นไม้",,,,,3629,,"กุ-โช",
"กุชฺฌติ","โกรธ",,,,,3630,,"กุด-ชะ-ติ",
"กุญฺจิกา","กุญแจ, ลูกดาล",,,,,3631,,"กุน-จิ-กา",
"กุญฺจิโต","คด",,,,,3632,,"กุน-จิ-โต",
"กุญฺชโร","ไม้มวกเหล็ก, ทุมแทง",,,,,3633,,"กุน-ชะ-โร",
"กุฏฺธาริก","หญิงทาสี",,,,,3634,,"กุด-ทา-ริ-กะ",
"กุฏนฺนฏํ","แห้วหมู",,,,,3635,,"กุ-ตัน-นะ-ตัง",
"กุฏิกา","กระท่อม",,,,,3636,,"กุ-ติ-กา",
"กุฏิโล","คด, โกง",,,,,3637,,"กุ-ติ-โล",
"กุฏี","กระท่อม, โรง, เรือน",,,,,3638,,"กุ-ตี",
"กุฎุมพํ","ทรัพย์",,,,,3639,,"กุ-ดุม-พัง",
"กุฎิมฺพํ","ทรัพย์",,,,,3640,,"กุ-ดิม-พัง",
"กุฎิมฺพิโก","ผู้มีทรัพย์",,,,,3641,,"กุ-ดิม-พิ-โก",
"กุฏิมฺพิโก","ผู้มีทรัพย์",,,,,3642,,"กุ-ติม-พิ-โก",
"กุฎุมฺพี","ผู้มีทรัพย์",,,,,3643,,"กุ-ดุม-พี",
"กุโฏ","หม้อ, หม้อน้ำ",,,,,3644,,"กุ-โต",
"กุ-ฏํ","หม้อ, หม้อน้ำ",,,,,3645,,"กุ-ตัง",
"กุฏฺฐํ","โรงเรื้อน",,,,,3646,,"กุด-ถัง",
"กุฐารี","ผึ่ง, ขวาน",,,,,3647,,"กุ-ถา-รี",
"กุฑุโพ","ฟายมือ, ซองมือ",,,,,3648,,"กุ-ทุ-โพ",
"กุฑุมโล","ดอกไม้ตูม",,,,,3649,,"กุ-ทุ-มะ-โล",
"กุฑฺฑํ","ฝา",,,,,3650,,"กุด-ทัง",
"กุณโป","ซากศพ",,,,,3651,,"กุ-นะ-โป",
"กุณปํ","ซากศพ",,,,,3652,,"กุ-นะ-ปัง",
"กุณาโล","นกดุเหว่า",,,,,3653,,"กุ-นา-โล",
"กุณิ","คนง่อย, คนกระจอก",,,,,3654,,"กุ-นิ",
"กุณฺฐปโท","เท้ากระจอก, มีเท้าด้วน",,,,,3655,,"กุน-ถะ-ปะ-โท",
"กุณฺโฐ","ผู้เกียจคร้าน, อ่อน, ดื้อ, ช้า",,,,,3656,,"กุน-โถ",
"กุณฺฑํ","หม้อ, กระถาง",,,,,3657,,"กุน-ทัง",
"กุณฺฑโก","รำข้าว",,,,,3658,,"กุน-ทะ-โก",
"กุณฺฑลํ","ตุ้มหู",,,,,3659,,"กุน-ทะ-ลัง",
"กุณฺฑล","ตุ้มหู",,,,,3660,,"กุน-ทะ-ละ",
"กุณฺโฑ","ตะกวด, เหี้ย",,,,,3661,,"กุน-โท",
"กุตูหลํ","ตื่น, โกลาหล",,,,,3662,,"กุ-ตู-หะ-ลัง",
"โกตูหลํ","ตื่น, โกลาหล",,,,,3663,,"โก-ตู-หะ-ลัง",
"กุโต","แต่....ไหน",,,,,3664,,"กุ-โต",
"หตฺถี กรี นาค หตฺถี กรี กุญฺชร มาตงฺค วราห","ช้าง","นามนาม","ปุงลิงค์","ไม่มี","ไม่มี",110,"ว่าง",,
"กุตฺถ","ใน...ไหน, ใน...ไร",,,,,3665,,"กุด-ถะ",
"กุโถ","ผ้าเครื่องลาด, ผ้าทำด้วยขนแกะ",,,,,3666,,"กุ-โถ",
"กุตฺร","ใน...ไหน, ใน...ไร",,,,,3667,,"กุด-ตะ-ระ",
"กุถํ","ผ้าเครื่องลาด, ผ้าทำด้วยขนแกะ",,,,,3668,,"กุ-ถัง",
"กุทาจนํ","บางครั้ง, บางคราว, ในกาลไหนๆ",,,,,3669,,"กุ-ทา-จะ-นัง",
"กุทฺทาลํ","เครื่องทำลายแผ่นดิน, จอบ",,,,,3670,,"กุด-ทา-ลัง",
"กุทฺทาโล","เครื่องทำลายแผ่นดิน, จอบ",,,,,3671,,"กุด-ทา-โล",
"กุทฺโธ","โกรธแล้ว",,,,,3672,,"กุด-โท",
"กุทฺรูโส","หญ้าตุ๊กแก",,,,,3673,,"กุด-รู-โส",
"กุนฺตนี","นกกระเรียน",,,,,3674,,"กุน-ตะ-นี",
"กุนฺตโล","ผม",,,,,3675,,"กุน-ตะ-โล",
"กุนฺโต","หลาว, ทวน",,,,,3676,,"กุน-โต",
"กุนฺโถ","มดดำ",,,,,3677,,"กุน-โถ",
"กุนฺทํ","คล้า, ตามเสือ",,,,,3678,,"กุน-ทัง",
"กุนฺนที","แม่น้ำน้อย",,,,,3679,,"กุน-นะ-ที",
"กุปิโต","กำเริบแล้ว",,,,,3680,,"กุ-ปิ-โต",
"กุปฺปํ","มูลแร่",,,,,3681,,"กุบ-ปัง",
"กุพฺพํ","ผู้กระทำ",,,,,3682,,"กุบ-พัง",
"กุพฺพโร","ทุบ, หัวเกวียน",,,,,3683,,"กุบ-พะ-โร",
"กุมินํ","ไซ",,,,,3684,,"กุ-มิ-นัง",
"กุมุทิกา","แตงหนู, รกฟ้า",,,,,3685,,"กุ-มุ-ทิ-กา",
"กุมุทํ","ดอกบัว, อุบลข้าว, จำนวนสังขยา",,,,,3686,,"กุ-มุ-ทัง",
"กุมฺภกํ","เสากระโดง",,,,,3687,,"กุม-พะ-กัง",
"กุมฺภกาโร","ช่างหม้อ, ผู้กระทำซึ่งหม้อ",,,,,3688,,"กุม-พะ-กา-โร",
"กุมฺภี","หม้อ, กระถาง, แตงหนก, ไม้รกฟ้า",,,,,3689,,"กุม-พี",
"กุมฺภีโร","จรเข้",,,,,3690,,"กุม-พี-โร",
"กุมฺโภ","หม้อ, กระบอง, กระพองหัวช้าง, อ่าง",,,,,3691,,"กุม-โพ",
"กุมฺโม","เต่า",,,,,3692,,"กุม-โม",
"กุรุงฺโค","กวาง",,,,,3693,,"กุ-รุง-โค",
"กุรุณฺฑโก","หญ้าหางช้าง",,,,,3694,,"กุ-รุน-ทะ-โก",
"กุรุโร","นกเขา, นกออก",,,,,3695,,"กุ-รุ-โร",
"กุรูโร","ชนผู้ด่า, แข็ง, สาหัส",,,,,3696,,"กุ-รู-โร",
"กุลโช","(คน)มีตระกุล",,,,,3697,,"กุ-ละ-โช",
"กุลฏา","หญิงโกง, หญิงไม่ดี",,,,,3698,,"กุ-ละ-ดา",
"กุลตฺโถ","ถั่วพู",,,,,3699,,"กุ-ลัด-โถ",
"กุลปาลิกา","หญิงสมควรแก่ตระกูล",,,,,3700,,"กุ-ละ-ปา-ลิ-กา",
"กุลฺโล","เหยี่ยว, นกตะกรุม",,,,,3701,,"กุน-โล",
"กุลาโล","ช่างหม้อ",,,,,3702,,"กุ-ลา-โล",
"กุลาวกํ","รัง",,,,,3703,,"กุ-ลา-วะ-กัง",
"กุลิตฺถี","หญิงสมควรแก่ตระกูล",,,,,3704,,"กุ-ลิด-ถี",
"กุลิโส","อาวุธพระอินทร์",,,,,3705,,"กุ-ลิ-โส",
"กุลิสํ","อาวุธพระอินทร์",,,,,3706,,"กุ-ลิ-สัง",
"สูกร วราห","หมู, สุกร","นามนาม","ปุงลิงค์","ไม่มี","ไม่มี",111,"ว่าง",,
"กุลีนโก","ม้าอาชาไนย, ม้ารู้จักเหตุและมิไช่เหตุ",,,,,3707,,"กุ-ลี-นะ-โก",
"กุลีโน","คนมีตระกูล",,,,,3708,,"กุ-ลี-โน",
"กุลีโร","ปู่",,,,,3709,,"กุ-ลี-โร",
"กุลูปโก","ผู้เข้าไปสู่ตระกูล",,,,,3710,,"กุ-ลู-ปะ-โก",
"กุลํ","ตระกูล",,,,,3711,,"กุ-ลัง",
"กุวลยํ","ดอกอุบล",,,,,3712,,"กุ-วะ-ละ-ยัง",
"กุเวณี","ไซ",,,,,3713,,"กุ-เว-นี",
"กุเวโร","ท้าวกุเวร",,,,,3714,,"กุ-เว-โร",
"กุสคฺคํ","ปลายหญ้าคา",,,,,3715,,"กุ-สัก-คัง",
"กุสลํ","บุญ, ความสบาย",,,,,3716,,"กุ-สะ-ลัง",
"กุสลตา","ความเป็นผู้ฉลาด",,,,,3717,,"กุ-สะ-ละ-ตา",
"กุสโล","ผู้ฉลาด, ชำนาญ",,,,,3718,,"กุ-สะ-โล",
"กุสิ","(ส่วนต่างๆของจีวร)กระทงจีวร",,,,,3719,,"กุ-สิ",
"กุสีโต","ผมจมอยู่อันบัณฑิตพึงเกลียด",,,,,3720,,"กุ-สี-โต",
"กุสุมํ","ดอกไม้, ระดูหญิง",,,,,3721,,"กุ-สุ-มัง",
"กุสุมฺภํ","ต้นคำ, ดอกคำ",,,,,3722,,"กุ-สุม-พัง",
"กุสุโล","ยุ้ง, ฉาง",,,,,3723,,"กุ-สุ-โล",
"กุเสสยํ","ดอกบัว",,,,,3724,,"กุ-เส-สะ-ยัง",
"กุโส","หญ้าคา",,,,,3725,,"กุ-โส",
"กุสฺสพฺภํ","ปอ, บึงน้อย",,,,,3726,,"กุด-สับ-พัง",
"กุหโก","คนผู้หลอกหลวง, คนโกง",,,,,3727,,"กุ-หะ-โก",
"กุหโน","คนโกง, คนลวง",,,,,3728,,"กุ-หะ-โน",
"กุหรํ","รู, ช่อง, โพรง",,,,,3729,,"กุ-หะ-รัง",
"กุหึ","ใน.....ไหน",,,,,3730,,"กุ-หิง",
"กุหิญฺจนํ","ใน...ไหน, ใน....ไรๆ",,,,,3731,,"กุ-หิน-จะ-นัง",
"กุเหติ","โกง, หลอกลวง, โกหก",,,,,3732,,"กุ-เห-ติ",
"กุฏฺกํ","กอง",,,,,3733,,"กุด-ตะ-กัง",
"กุฏฺโฐ","คงที่, ไม่เปลี่ยนแปลง",,,,,3734,,"กุด-โถ",
"กูฏสกฺขิ","พยานเท็จ",,,,,3735,,"กู-ตะ-สัก-ขิ",
"กุฏสิมฺพลี","ไม้งิ้วป่า",,,,,3736,,"กุ-ตะ-สิม-พะ-ลี",
"โกฏิสิมฺพลี","ไม้งิ้วป่า",,,,,3737,,"โก-ติ-สิม-พะ-ลี",
"กูโฏ","ปลาย, ยอด, ยอดภูเขา, ช่อฟ้า, โกง",,,,,3738,,"กู-โต",
"กูฏํ","ปลาย, ยอด, ยอดภูเขา, ช่อฟ้า, โกง",,,,,3739,,"กู-ตัง",
"กูฏโก","เสากระโดง",,,,,3740,,"กู-ตะ-โก",
"กูโป","หลุม, พ่อ, กระโดง",,,,,3741,,"กู-โป",
"กูรํ","ข้าวสุก, ข้าวสวย",,,,,3742,,"กู-รัง",
"กูลํ","ฝั่ง, ตลิง",,,,,3743,,"กู-ลัง",
"เกกโร","คนตาเหล่า, คนตาหลิ่ว",,,,,3744,,"เก-กะ-โร",
"เกกา","เสียงร้องแห่งนกยูง",,,,,3745,,"เก-กา",
"เกตกี","ต้นการะเกด, ต้นลำเจียก",,,,,3746,,"เก-ตะ-กี",
"เกตนํ","ธง, เรือน",,,,,3747,,"เก-ตะ-นัง",
"เกตวํ","โกง, สะกา",,,,,3748,,"เก-ตะ-วัง",
"เกตุ","ธง, แสงสว่าง",,,,,3749,,"เก-ตุ",
"มูสิก อุนฺทุร","หนู","นามนาม","ปุงลิงค์","ไม่มี","ไม่มี",112,"ว่าง",,
"เกตุมาลา","ระเบียบแห่งรัศมี",,,,,3750,,"เก-ตุ-มา-ลา",
"เกทาโร","นา",,,,,3751,,"เก-ทา-โร",
"เกทารํ","นา",,,,,3752,,"เก-ทา-รัง",
"เกนิปาโต","หางเสือ",,,,,3753,,"เก-นิ-ปา-โต",
"เกยูรํ","กำไลสวมต้นแขน",,,,,3754,,"เก-ยู-รัง",
"เกวฏฺโฏ","ชนผู้อยู่ในนำ, ชาวประมง",,,,,3755,,"เก-วัต-โต",
"เกวโล","สิ้นเชิง, ทั้งสิ้น, อย่างเดียว",,,,,3756,,"เก-วะ-โล",
"เกลิ","เยาะเย้ย, เล่น",,,,,3757,,"เก-ลิ",
"เกสคฺคํ","ปลายแห่งผม",,,,,3758,,"เก-สัค-คัง",
"เกสปาโส","มวยผม",,,,,3759,,"เก-สะ-ปา-โส",
"เกสรํ","เกสร, สร้อยคอ",,,,,3760,,"เก-สะ-รัง",
"เกสรี","ราชสีห์มีสร้อยคอ, ราชสีห์",,,,,3761,,"เก-สะ-รี",
"เกสโร","ละอองดอกไม้, สร้อยคิ, กากะทิง",,,,,3762,,"เก-สะ-โร",
"เกสร","ละอองดอกไมั, สร้อยคอ, กากะทิ",,,,,3763,,"เก-สะ-ระ",
"เกสโว","นารายณ์",,,,,3764,,"เก-สะ-โว",
"โก","คนไหน, ใคร, อะไร",,,,,3765,,"โก",
"โกกนทํ","บัวแดง",,,,,3766,,"โก-กะ-นะ-ทัง",
"โกกาสโก","นกดุเหว่า",,,,,3767,,"โก-กา-สะ-โก",
"โกโก","สุนักป่า, หมาไน",,,,,3768,,"โก-โก",
"โกจฺฉํ","เก้าอี้, แปรง",,,,,3769,,"โกต-ฉัง",
"โกชโว","ผ้าลาด, ผ้าเป็นเปล, เบาะ, อาสนะวิเศษ",,,,,3770,,"โก-ชะ-โว",
"โกญฺโจ","นกกระเรียน",,,,,3771,,"โกน-โจ",
"โกญจา","นกกระเรียน",,,,,3772,,"โกน-จา",
"โกฏโร","โพรงไม้, ปล้องไม้",,,,,3773,,"โก-ตะ-โร",
"โกฏรํ","โพรงไม้, ปล้องไม้",,,,,3774,,"โก-ตะ-รํ",
"โกฏิ","ที่สุด, ท้าย, เงื่อน, ปลาย, ประเสริฐ",,,,,3775,,"โก-ติ",
"โกฏมฺพรํ","ผ้าทำด้วยขนสัตว์ทำให้เนื้อละเอียด",,,,,3776,,"โก-ตัม-พะ-รัง",
"โกฏูหลํ","ตื่นข่าว, ตื่น",,,,,3777,,"โก-ตะ-หะ-ลัง",
"โกฏฺฏนํ","ตำ, ตี, ทุบ, ตอก",,,,,3778,,"โกต-ตะ-นัง",
"โกฏฺเฏติ","ตำ, ตี,ทุบ, ตอก, เคาะ ,ซ้อม",,,,,3779,,"โกต-เต-ติ",
"โกฏฺฐํ","ฉาง, ยุ้ง",,,,,3780,,"โกต-ถัง",
"โกฏฺฐโก","ฉาง, ยุ้ง",,,,,3781,,"โกต-ถะ-โก",
"โกฏฺฐคาโร","เรือนคลัง",,,,,3782,,"โกต-ถะ-คา-โร",
"โกฏฐคาริโก","ผู้รักษาซึ่งเรือนคลัง",,,,,3783,,"โกต-ถะ-คา-ริ-โก",
"โกฏฐาสยวาโต","ลมพัดในลำใส้",,,,,3784,,"โกต-ฐา-สะ-วา-โต",
"โกฏฐาโส","ส่วน",,,,,3785,,"โกต-ถา-โส",
"โกฏฐุ","หมาจิ้งจอก",,,,,3786,,"โกต-ถุ",
"โกฏฺโฐ","ไส้, ยุ้ง, ฉาง, คลัง, สำใส้",,,,,3787,,"โกต-โถ",
"โกโณ","คม, ปลาย, เครื่องดิดพิน, มุม, แง่",,,,,3788,,"โก-โน",
"โกทณฺฑํ","เกาทัณฑ์, หน้าไม้, ธนู",,,,,3789,,"โก-ทัน-ทัง",
"สีห","สิงโต, สีหะ, ราชสีห์","นามนาม","ปุงลิงค์","ไม่มี","ไม่มี",113,"ว่าง",,
"โกธโน","ผู้มีความโกระเป็นปกติ, ขึ้งเคียด",,,,,3790,,"โก-ทะ-โน",
"โกโธ","ความโกรธ, ขึ้งเคียด",,,,,3791,,"โก-โท",
"โกปี","ความกำเริบ, ขึ้งเคียด",,,,,3792,,"โก-ปี",
"โกปีนํ","กรรมอันไม่ควร, ผ้าปิดของลับ",,,,,3793,,"โก-ปี-นัง",
"โกเปติ","ด่าว่า, ตัดพ้อ, ให้กำเริบ",,,,,3794,,"โก-เป-ติ",
"โกปยติ","ด่าว่า, ตัดพ้อ, ให้กำเริบ",,,,,3795,,"โก-ปะ-ยะ-ติ",
"โกโป","กำเริบ, ขึ้งเคียด",,,,,3796,,"โก-โป",
"โกนาโม","มีชื่ออะไร",,,,,3797,,"โก-นา-โม",
"โกมารภจุโจ","ผู้อันพระราชาทรงเลี้ยงแต่ยังเป็นกุมาร",,,,,3798,,"โก-มา-ระ-ภัจ-โจ",
"โกมุที","เวลาเป็นที่บานแห่งดอกโกมุท, แสงจันทร์",,,,,3799,,"โก-มุ-ที",
"โกรโก","ใกล้จะบาน, เจริญเพราะอันผลิ",,,,,3800,,"โก-ระ-โก",
"โกลกํ","กระวาน, พริก",,,,,3801,,"โก-ละ-กัง",
"โกลมฺโพ","หม้อ, กระถาง",,,,,3802,,"โก-ลัม-โพ",
"โกลวลฺลี","ดีปลี, ช้าพลู",,,,,3803,,"โก-ละ-วัน-ลี",
"โกลี","กระเบา, พุทรา, ไม้มะดูก",,,,,3804,,"โก-ลี",
"โกโล","พุทรา, กระเบา",,,,,3805,,"โก-โล",
"โกลํ","พทุรา, กระเบา",,,,,3806,,"โก-ลัง",
"โกวิโท","ผู้ได้ซึ่งวาจา, ฉลาด, เฉียบแหลม, มีปรีชา",,,,,3807,,"โก-วิ-โท",
"โกวิฬาโร","ไม้ทองหลาง, ไม้สรรค์, ไม้ทรึก, ไม้ทองกวาว",,,,,3808,,"โก-วิ-ลา-โล",
"โกสชฺชํ","ความเกียจคร้าน, ความเป็นผู้จมอยู่อันบัณฑิตพึงเกียจ",,,,,3809,,"โก-สัส-ชัง",
"โกสผลํ","กระวาน",,,,,3810,,"โก-สะ-ผะ-ลัง",
"โกสลฺลํ","ความเป็นผู้ฉลาด, ปัญญา",,,,,3811,,"โก-สัน-ลัง",
"โกสิโก","ไม้กำคูน",,,,,3812,,"โก-สิ-โก",
"โกสิโย","ไหม",,,,,3813,,"โก-สิ-โย",
"โกเสยฺยํ","ผ้าเกิดแต่หนอน, ผ้าไหม, ทอด้วยไหม",,,,,3814,,"โก-เสย-ยัง",
"โกเสยฺโย","เกิดแต่ไหม",,,,,3815,,"โก-เสย-โย",
"โกโส","๕๐๐ ชั่วธนู",,,,,3816,,"โก-โส",
"โกสํ","ผักล คลัง, ปลอก, ลอง, ฉาง, อัณฑะ, ทองเงิน",,,,,3817,,"โก-สัง",
"โกหญฺญํ","คนเป็นคนโกหก, หลอกลวง",,,,,3818,,"โก-หัน-ยัง",
"กฺว","ใน.....ไหน, ใน.........ไร",,,,,3819,,"กะ-วะ",
"ขํ","ที่แจ้ง, อากาศ, ที่, กลางหา",,,,,3820,,"ขัง",
"ขโค","สัตว์ไปในอากาศ, นก",,,,,3821,,"ขะ-โค",
"ขคฺควิสาโณ","นอแรด",,,,,3822,,"ขัก-คะ-วิ-สา-โณ",
"ขคฺโค","พระขรรค์, คาบ, แรด, กระบี่",,,,,3823,,"ขัก-โค",
"ขจิโต","ขจิตแล้ว",,,,,3824,,"ขะ-จิ-โต",
"ขชฺชกํ","วัตถุอันบุคคลพึงเคี้ยว",,,,,3825,,"ขัด-ชะ-กัง",
"ขชฺชติ","เคี้ยกิน",,,,,3826,,"ขัด-ชะ-ติ",
"ขชฺช","โรคกลาก, หิด",,,,,3827,,"ขัด-ชะ",
"เกสร, เกสรี","สิงโต, ไกสร","นามนาม","ปุงลิงค์","ไม่มี","ไม่มี",114,"ว่าง",,
"ขชฺชูรี","อินทผาลัม,แป้ง",,,,,3828,,"ขัด-ชู-รี",
"ขญฺชโน","นกไส้, นกเป็ดน้ำ",,,,,3829,,"ขัน-ชะ-โน",
"ขญฺโช","คนกระจอก, คนขาเขยก",,,,,3830,,"ขัน-โช",
"ขญฺญติ","ผัง, อันเขาย่อมขุด",,,,,3831,,"ขัน-ยะ-ติ",
"ขฏโก","กำ, กำมือ, กำหมัด",,,,,3832,,"ขะ-ตะ-โก",
"ขณมุหุตฺโต","แสนดีดนิ้วมือ",,,,,3833,,"ขะ-ณะ-มุ-หุด-โต",
"ขณลโย","๑๐๐ ดีดนิ้วมือ",,,,,3834,,"ขะ-นะ-ละ-โย",
"ขโณ","ขณะ, คราว, เวลาว่าง",,,,,3835,,"ขะ-โน",
"ขณฺฑํ","กึ่ง, ท่อน",,,,,3836,,"ขัน-ทัง",
"ขณฺฑนํ","ความขาด, ตัด, ขาด, หักเป็นท่อน",,,,,3837,,"ขัน-ทะ-นัง",
"ขณฑผุลฺโล","เป็นท่อนและด่างพร้อย, หักฟัง",,,,,3838,,"ขัน-ทะ-ผุน-โล",
"ขณฺฑาขณฺฑํ","ท่อนน้อยท่อนใหญ่",,,,,3839,,"ขัน-ทา-ขัน-ทัง",
"ขณฺฑาขณฺฑิกํ","ท่อนน้อยท่อนใหญ่",,,,,3840,,"ขัน-ทา-ขัน-ทิ-กัง",
"ขณฺเฑติ","เจาะ",,,,,3841,,"ขัน-เท-ติ",
"ขณฺโฑ","กระจอก, น้ำอ้อยก้อน",,,,,3842,,"ขัน-โท",
"ขติ","การขุด",,,,,3843,,"ขะ-ติ",
"ขตฺตํ","กษัตริย์",,,,,3844,,"ขัด-ตัง",
"ขตฺตา","ผู้ขุด, สารถี, นายประตู",,,,,3845,,"ขัด-ตา",
"ขตฺติมายา","มายาแห่งกษัตริย์",,,,,3846,,"ขัด-ติ-มา-ยา",
"ขตฺติยานี","นางกษัตริย์",,,,,3847,,"ขัด-ติ-ยา-นี",
"ขตฺติโย","ผู้เป็นใหญ่ในเขต, กษัตริย์",,,,,3848,,"ขัด-ติ-โย",
"ขทิโร","ไม้ตะเคียน, ไม้สะแก, ไม้พยอม",,,,,3849,,"ขะ-ทิ-โร",
"ขนติ","ขุด, กำจัด",,,,,3850,,"ขะ-นะ-ติ",
"ขนิตฺตี","จอบ, เลียม, พลั่ว",,,,,3851,,"ขะ-นิด-ตี",
"ขนฺติ","ความอดทน",,,,,3852,,"ขัน-ติ",
"ขนฺติพโล","มีกำลังคือความอดทน",,,,,3853,,"ขัน-ติ-พะ-โล",
"ขนฺติมา","อดทน",,,,,3854,,"ขัน-ติ-มา",
"ขนฺโต","อดทน",,,,,3855,,"ขัน-โต",
